MAPPING/ALIGNING PER RG,2,Reads with MAPQ [30:40),0,0.00
MAPPING/ALIGNING PER RG,2,Reads with MAPQ [20:30),0,0.00
MAPPING/ALIGNING PER RG,2,Reads with MAPQ [10:20),0,0.00
MAPPING/ALIGNING PER RG,2,Reads with MAPQ [ 0:10),0,0.00
MAPPING/ALIGNING PER RG,2,Reads with MAPQ NA (Unmapped reads),38101556,100.00
MAPPING/ALIGNING PER RG,2,Reads with indel R1,0,0.00
MAPPING/ALIGNING PER RG,2,Total bases,1028742012
MAPPING/ALIGNING PER RG,2,Total bases R1,514371006
MAPPING/ALIGNING PER RG,2,Total bases R2,514371006
MAPPING/ALIGNING PER RG,2,Mapped bases R1,0
MAPPING/ALIGNING PER RG,2,Mapped bases R2,0
MAPPING/ALIGNING PER RG,2,Soft-clipped bases R1,0,0.00
MAPPING/ALIGNING PER RG,2,Soft-clipped bases R2,0,0.00
MAPPING/ALIGNING PER RG,2,Mismatched bases R1,0,0.00
MAPPING/ALIGNING PER RG,2,Mismatched bases R2,0,0.00
MAPPING/ALIGNING PER RG,2,Mismatched bases R1 (excl. indels),0,0.00
MAPPING/ALIGNING PER RG,2,Mismatched bases R2 (excl. indels),0,0.00
MAPPING/ALIGNING PER RG,2,Q30 bases,963043535,93.61
MAPPING/ALIGNING PER RG,2,Q30 bases R1,481537589,93.62
MAPPING/ALIGNING PER RG,2,Q30 bases R2,481505946,93.61
MAPPING/ALIGNING PER RG,2,Total alignments,0
MAPPING/ALIGNING PER RG,2,Secondary alignments,0
MAPPING/ALIGNING PER RG,2,Supplementary (chimeric) alignments,0
MAPPING/ALIGNING PER RG,2,Estimated read length,27.00
MAPPING/ALIGNING PER RG,2,Average sequenced coverage over genome,0.33
MAPPING/ALIGNING PER RG,2,Insert length: mean,0.00
MAPPING/ALIGNING PER RG,2,Insert length: median,0.00
MAPPING/ALIGNING PER RG,2,Insert length: standard deviation,10000.00
